statement,explanation,label,input_text
people burnt ice for warmth th the past,ice cannot burn at a temperature to make people feel warm,0,people burnt ice for warmth th the past ice cannot burn at a temperature to make people feel warm
people burnt ice for warmth th the past,ice is nonflammable,1,people burnt ice for warmth th the past ice is nonflammable
people burnt ice for warmth th the past,ice absorbs heat while burning,0,people burnt ice for warmth th the past ice absorbs heat while burning
Tony gives his girlfriend chocolates to break up,chocolates is more commonly seen as an expression of love,1,Tony gives his girlfriend chocolates to break up chocolates is more commonly seen as an expression of love
Tony gives his girlfriend chocolates to break up,Tony's girlfriend is not so fond of chocolates,0,Tony gives his girlfriend chocolates to break up Tony's girlfriend is not so fond of chocolates
Tony gives his girlfriend chocolates to break up,breaking up with his girlfriend is not the end of Tony's world,0,Tony gives his girlfriend chocolates to break up breaking up with his girlfriend is not the end of Tony's world
she brings a scarf because of the rain,a scarf cannot protect people from the rain,1,she brings a scarf because of the rain a scarf cannot protect people from the rain
she brings a scarf because of the rain,a scarf can keep her body warmth,0,she brings a scarf because of the rain a scarf can keep her body warmth
she brings a scarf because of the rain,she looks much better while wearing the scarf,0,she brings a scarf because of the rain she looks much better while wearing the scarf
i will pick you up on the CD disk,the CD disk plays beautiful music,0,i will pick you up on the CD disk the CD disk plays beautiful music
i will pick you up on the CD disk,i don't know where to find a CD disk at all,0,i will pick you up on the CD disk i don't know where to find a CD disk at all
i will pick you up on the CD disk,CD disks are not a place for persons to stay,1,i will pick you up on the CD disk CD disks are not a place for persons to stay
he practices running on noodles every morning,he runs to get some noodles for breakfast,0,he practices running on noodles every morning he runs to get some noodles for breakfast
he practices running on noodles every morning,he can run very fast,0,he practices running on noodles every morning he can run very fast
he practices running on noodles every morning,noodles are not for running,1,he practices running on noodles every morning noodles are not for running
the dog sits there without even a mew,the dog is too lazy to make a mew sound,0,the dog sits there without even a mew the dog is too lazy to make a mew sound
the dog sits there without even a mew,the dog forgets how to make a sound,0,the dog sits there without even a mew the dog forgets how to make a sound
the dog sits there without even a mew,mew is a sound a cat makes,1,the dog sits there without even a mew mew is a sound a cat makes
he walks in from the wall,people cannot walk through a wall,1,he walks in from the wall people cannot walk through a wall
he walks in from the wall,he doesn't come in by walking,0,he walks in from the wall he doesn't come in by walking
he walks in from the wall,he builds a door on the wall temporarily to walk in,0,he walks in from the wall he builds a door on the wall temporarily to walk in
she rides a chair to work,she takes a day off today,0,she rides a chair to work she takes a day off today
she rides a chair to work,her chair is broken and cannot be repaired today,0,she rides a chair to work her chair is broken and cannot be repaired today
she rides a chair to work,chairs are not a form of transportation,1,she rides a chair to work chairs are not a form of transportation
